CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure, Balance ,NumOfProducts,HasCrCard,IsActiveMember, EstimatedSalary ,Exited,Complain,Satisfaction Score,Card Type,Point Earned
15588614,Walton,753,France,Male,57,7, $-   ,1,1,0," $159,475.08 ",1,1,2,DIAMOND,647
15630698,Hay,745,France,Female,55,9," $110,123.59 ",1,0,1," $51,548.14 ",1,1,5,GOLD,765
15694200,Gardner,693,France,Male,36,8," $178,111.82 ",1,0,0," $58,719.63 ",1,1,2,SILVER,447
15721426,Milne,606,Germany,Male,65,10," $126,306.64 ",3,0,0," $7,861.68 ",1,1,5,DIAMOND,591
15725997,She,660,France,Female,35,6," $100,768.77 ",1,1,0," $19,199.61 ",0,0,2,DIAMOND,659
15762138,Hu,608,France,Male,42,5, $-   ,2,1,0," $178,504.29 ",0,0,4,DIAMOND,403
15750649,Uwakwe,744,France,Female,44,3, $-   ,2,1,1," $189,016.14 ",0,0,4,PLATINUM,862
15685706,Bird,731,France,Female,40,7," $118,991.79 ",1,1,1," $156,048.64 ",0,0,2,PLATINUM,253
15641835,Anderson,683,France,Male,72,3," $140,997.26 ",1,0,1," $52,876.41 ",0,0,3,SILVER,580
15586821,Bellew,727,France,Male,28,5, $-   ,2,0,1," $19,653.08 ",0,0,3,GOLD,351
15569678,Cocci,561,Germany,Male,32,6," $166,824.59 ",1,1,0," $139,451.98 ",0,0,5,GOLD,296
15793842,Krichauff,700,France,Female,34,2," $76,322.69 ",1,1,0," $128,136.29 ",0,0,1,DIAMOND,479
15667554,Cameron,605,France,Male,35,6, $-   ,2,1,1," $45,206.57 ",0,0,3,SILVER,241
15794479,Becker,767,Spain,Male,77,8," $149,083.70 ",1,1,1," $190,146.83 ",0,0,5,GOLD,383
15585041,Ainsworth,511,France,Male,33,7, $-   ,2,0,1," $158,313.87 ",0,0,4,PLATINUM,413
15780650,Biryukov,667,France,Male,40,9, $-   ,1,1,1," $96,670.20 ",0,0,3,GOLD,879
15780846,Redding,787,France,Male,33,1," $126,588.81 ",2,0,1," $62,163.53 ",0,0,1,GOLD,251
15805260,Wood,705,Germany,Female,56,2," $143,249.67 ",1,1,0," $88,428.41 ",1,1,3,PLATINUM,613
15621629,Scott,773,Germany,Male,43,8," $81,844.91 ",2,1,1," $35,908.46 ",0,0,5,PLATINUM,368
15662151,Gould,554,France,Male,40,4, $-   ,1,0,1," $168,780.04 ",0,0,5,SILVER,544
15747174,Hao,526,Germany,Male,58,9," $190,298.89 ",2,1,1," $191,263.76 ",0,0,1,DIAMOND,889
15651585,Power,661,Germany,Male,35,2," $117,212.18 ",1,1,1," $83,052.03 ",0,0,3,DIAMOND,821
15649738,White,698,France,Female,46,0, $-   ,2,1,1," $125,962.02 ",0,0,2,DIAMOND,613
15633108,Thorpe,646,France,Male,26,4," $139,848.17 ",1,1,0," $164,696.27 ",0,0,2,DIAMOND,915
15769254,Tuan,757,Germany,Female,34,9," $101,861.36 ",2,0,0," $187,011.96 ",0,0,5,PLATINUM,903
15704746,Inman,699,Spain,Male,35,2," $167,455.66 ",2,1,1," $55,324.49 ",0,0,3,GOLD,936
15637644,Hanson,667,France,Female,24,4, $-   ,2,0,1," $34,335.55 ",0,0,5,DIAMOND,560
15609562,MacDonald,774,Spain,Female,43,1," $116,360.07 ",1,1,0," $17,004.14 ",0,0,5,SILVER,239
15787459,Parkes,745,Spain,Male,40,3," $88,466.82 ",1,0,0," $116,331.42 ",0,0,4,SILVER,645
15762902,Stanley,649,France,Female,42,7, $-   ,2,0,1," $22,974.01 ",0,0,5,GOLD,295
15738605,Fischer,634,Germany,Female,46,5," $123,642.36 ",1,1,1," $49,725.16 ",1,1,1,PLATINUM,751
15724889,Chinweuba,665,Spain,Male,38,9, $-   ,1,0,1," $87,412.74 ",0,0,3,GOLD,309
15730735,Henning,713,France,Male,38,9," $72,286.84 ",2,1,1," $26,136.89 ",0,0,1,SILVER,570
15689147,Ogochukwu,652,France,Female,40,1, $-   ,2,1,0," $126,554.96 ",0,0,1,PLATINUM,247
15730397,Narelle,739,Spain,Male,40,1," $109,681.61 ",1,1,1," $193,321.30 ",0,0,5,PLATINUM,523
15762169,Bergman,556,Germany,Male,37,9," $145,018.64 ",2,1,0," $90,928.02 ",1,1,1,SILVER,545
15589320,Sagese,699,Spain,Male,34,8, $-   ,1,1,1," $76,510.46 ",0,0,2,PLATINUM,403
15799211,Anenechi,708,Spain,Female,32,8," $187,487.63 ",1,1,1," $120,115.50 ",0,0,3,GOLD,681
15798310,Palerma,480,France,Male,35,2," $165,692.91 ",1,1,1," $197,984.58 ",0,0,5,GOLD,592
15609998,Okwudilichukwu,700,Germany,Female,59,5," $137,648.41 ",1,1,0," $142,977.05 ",1,1,2,PLATINUM,839
15583548,Harrison,525,Spain,Female,47,6," $118,560.00 ",1,1,0," $82,522.61 ",1,1,4,PLATINUM,375
15761763,Jamieson,845,France,Male,33,8," $164,385.53 ",1,1,0," $150,664.97 ",0,0,5,GOLD,588
15764409,Goodman,613,France,Male,37,9," $108,286.50 ",1,1,1," $114,153.44 ",0,0,5,GOLD,656
15710161,Ko,850,France,Female,34,2, $-   ,2,1,1," $171,706.66 ",0,0,4,SILVER,589
15735246,Norman,798,Spain,Female,58,9, $-   ,2,0,0," $119,071.56 ",1,1,3,DIAMOND,400
15791700,Ugochukwutubelum,773,Germany,Male,47,2," $118,079.47 ",4,1,1," $143,007.49 ",1,1,4,PLATINUM,668
15670753,Uvarova,614,Spain,Male,35,2," $127,283.78 ",1,1,1," $31,302.35 ",0,0,1,SILVER,668
15573876,Chia,473,Spain,Male,48,8, $-   ,2,1,0," $71,139.80 ",0,0,4,SILVER,304
15770174,Piazza,762,France,Male,29,6," $141,389.06 ",1,1,0," $54,122.89 ",0,0,2,DIAMOND,635
15641114,Power,701,France,Male,37,8," $130,091.50 ",1,1,1," $120,031.29 ",0,0,1,PLATINUM,902
15682435,P'eng,600,France,Male,35,4," $143,744.77 ",2,1,0," $104,076.51 ",0,0,4,GOLD,797
15751788,Johnson,850,Spain,Male,28,9," $97,408.03 ",1,1,1," $175,853.64 ",0,0,3,GOLD,962
15672598,Walker,613,Spain,Male,30,9," $111,927.45 ",1,1,1," $175,795.87 ",0,0,1,SILVER,515
15762803,Innes,509,France,Male,31,3, $-   ,2,1,0," $15,360.91 ",0,0,5,PLATINUM,299
15812982,Francis,509,Spain,Male,38,2, $-   ,1,0,0," $168,460.12 ",0,0,2,GOLD,450
15597901,Chidozie,609,France,Male,34,1, $-   ,1,1,1," $181,177.90 ",0,0,4,PLATINUM,226
15731507,Mackenzie,456,France,Female,33,1," $188,285.68 ",1,0,0," $58,363.94 ",0,0,5,PLATINUM,516
15809826,Craigie,728,France,Female,46,2," $109,705.52 ",1,1,0," $20,276.87 ",1,1,5,PLATINUM,469
15764237,Manfrin,663,Spain,Male,33,9, $-   ,2,0,0," $91,514.62 ",0,0,5,PLATINUM,868
15769917,Onyekachi,673,Germany,Female,34,1," $127,122.79 ",3,0,1," $76,703.10 ",0,0,5,DIAMOND,520
15641850,Pethard,717,France,Male,40,0," $98,241.04 ",1,1,0," $110,887.14 ",0,0,3,GOLD,817
15770974,Nwabugwu,741,Germany,Female,37,8," $170,840.08 ",2,0,0," $109,843.16 ",0,0,1,SILVER,947
15803749,DeRose,498,Germany,Female,41,4," $87,541.06 ",2,1,1," $12,577.21 ",1,1,3,GOLD,326
15684999,Ch'eng,850,France,Female,26,4," $62,610.96 ",2,0,1," $179,365.10 ",0,0,3,DIAMOND,604
15770225,Padovesi,493,France,Male,36,9, $-   ,2,1,1," $65,816.53 ",0,0,4,SILVER,293
15627484,Obielumani,686,France,Female,47,5," $113,328.93 ",1,1,0," $124,170.90 ",0,0,4,PLATINUM,666
15610337,Stephens,666,Spain,Male,35,2," $104,832.49 ",1,1,0," $175,015.12 ",0,0,4,DIAMOND,411
15752488,Emery,733,Spain,Female,31,9," $102,289.85 ",1,1,1," $115,441.66 ",0,0,2,PLATINUM,239
15610056,Dufresne,631,Germany,Female,34,6," $125,227.82 ",2,0,1," $128,247.03 ",0,0,2,PLATINUM,305
15806049,Lee,714,Germany,Female,49,5," $140,510.89 ",1,1,0," $141,914.94 ",0,0,1,DIAMOND,455
15736069,Hsing,767,Germany,Female,35,6," $132,253.22 ",1,1,0," $115,566.57 ",1,1,4,SILVER,704
15763662,Longo,711,Germany,Male,43,2," $39,043.29 ",2,1,1," $175,423.69 ",0,0,2,DIAMOND,258
15615575,Vial,722,France,Male,34,8, $-   ,2,1,1," $133,447.49 ",0,0,1,DIAMOND,523
15691723,Chukwudi,631,Spain,Male,55,9," $99,685.06 ",1,1,0," $114,474.98 ",0,0,1,DIAMOND,932
15774098,Grant,701,Germany,Male,38,3," $125,385.49 ",2,0,1," $52,044.66 ",0,0,2,DIAMOND,805
15750808,Ma,790,Spain,Male,46,2," $131,365.37 ",2,1,1," $180,290.68 ",0,0,5,GOLD,242
15744368,Sun,633,Spain,Male,58,6," $98,308.51 ",1,1,1," $132,034.13 ",0,0,3,DIAMOND,808
15610594,Moss,644,France,Female,37,8, $-   ,2,1,0," $20,968.88 ",0,0,3,GOLD,910
15756125,Booth,757,Spain,Male,44,5," $140,856.16 ",2,1,0," $158,735.10 ",0,0,5,DIAMOND,293
15623277,Ross,696,France,Female,30,8, $-   ,2,1,1," $196,134.44 ",0,0,3,SILVER,890
15795954,Ndukaku,746,France,Male,35,2," $172,274.01 ",1,1,0," $22,374.97 ",0,0,3,PLATINUM,950
15671969,Pruneda,649,Spain,Male,36,8, $-   ,2,1,0," $161,668.15 ",0,0,3,GOLD,354
15791268,Neumann,565,Spain,Male,38,0," $122,447.76 ",1,0,0," $67,339.34 ",0,0,4,PLATINUM,652
15713655,Calabrese,720,France,Female,38,10, $-   ,2,1,1," $56,229.72 ",1,1,2,GOLD,966
15633930,Yobachukwu,648,Spain,Female,56,6," $157,559.59 ",2,1,0," $140,991.23 ",1,1,4,SILVER,320
15712849,Tung,632,Germany,Male,41,3," $126,550.70 ",1,0,0," $177,644.52 ",1,1,3,PLATINUM,324
15639077,Marchesi,622,France,Female,30,2," $158,584.82 ",3,1,0," $142,342.55 ",1,1,2,DIAMOND,981
15808784,Hess,835,France,Male,28,2," $163,569.61 ",2,1,1," $154,559.28 ",0,0,5,PLATINUM,560
15648577,Pickering,493,France,Female,31,3, $-   ,1,1,1," $176,570.28 ",1,1,4,SILVER,808
15670345,Mazzi,785,Germany,Female,33,6," $127,211.45 ",1,0,0," $191,961.83 ",0,0,3,SILVER,457
15633112,Madukaego,681,Germany,Male,42,3," $118,199.97 ",2,1,0," $9,452.88 ",1,1,2,PLATINUM,219
15714397,Trentino,621,Germany,Female,30,2," $101,014.08 ",2,1,1," $165,257.31 ",0,0,3,SILVER,730
15780038,Paterson,756,Spain,Male,38,6," $119,208.85 ",1,1,0," $169,763.89 ",1,1,1,DIAMOND,257
15756305,Marchesi,515,France,Female,66,6, $-   ,2,1,1," $160,663.11 ",0,0,2,PLATINUM,282
15578799,Anayolisa,625,France,Female,58,10," $53,772.73 ",1,1,1," $192,072.10 ",1,1,5,SILVER,428
15800326,Poole,717,Spain,Female,39,6, $-   ,2,1,0," $93,275.61 ",0,0,3,DIAMOND,988
15785485,Zhou,595,Germany,Female,41,2," $138,878.81 ",1,0,1," $112,269.67 ",0,0,5,SILVER,530
15783958,Bates,539,Spain,Female,37,1," $130,922.81 ",2,0,0," $2,186.83 ",0,0,1,PLATINUM,319
15727546,Olejuru,762,France,Male,35,9, $-   ,2,1,1," $43,075.70 ",0,0,1,DIAMOND,749
15739576,Bustard,706,Spain,Male,20,8, $-   ,2,1,1," $12,368.11 ",0,0,4,PLATINUM,354
15631333,Wade,677,Spain,Female,25,8," $130,866.19 ",1,1,0," $42,410.21 ",0,0,5,DIAMOND,236
15604782,Tan,733,Germany,Female,33,7," $187,257.94 ",1,0,1," $190,430.81 ",0,0,2,DIAMOND,356
15589643,Ngozichukwuka,684,Spain,Female,41,7, $-   ,1,1,1," $138,394.37 ",0,0,2,SILVER,795
15585533,Calabrese,679,France,Male,36,6," $147,733.64 ",1,0,1," $172,501.38 ",0,0,5,PLATINUM,982
15681506,Lane,478,Spain,Male,43,1, $-   ,2,1,1," $197,916.43 ",0,0,5,DIAMOND,303
15630551,Forbes,696,France,Male,33,2," $163,139.27 ",1,1,1," $7,035.36 ",0,0,1,DIAMOND,514
15698349,Davy,686,Spain,Female,35,4, $-   ,2,1,1," $159,676.55 ",0,0,2,GOLD,624
15776631,Ma,466,France,Female,36,5," $119,540.15 ",1,0,1," $80,603.99 ",0,0,1,PLATINUM,513
15762216,Barrera,686,France,Female,41,4," $129,553.76 ",2,1,0," $187,599.80 ",0,0,4,DIAMOND,223
15623927,Alexander,576,France,Male,55,9, $-   ,2,1,1," $94,450.97 ",0,0,5,DIAMOND,610
15681402,Ngozichukwuka,763,Germany,Female,61,1," $66,101.89 ",1,1,1," $143,981.27 ",0,0,2,PLATINUM,366
15586264,Murray,572,France,Male,43,2," $140,431.98 ",1,1,0," $26,450.57 ",1,1,4,DIAMOND,474
15594685,Hall,757,France,Female,49,2, $-   ,2,0,0," $164,482.92 ",0,0,1,PLATINUM,265
15812945,Padovesi,582,France,Female,29,0, $-   ,1,1,1," $84,012.81 ",0,0,2,DIAMOND,572
15734628,Lysaght,623,France,Female,35,5, $-   ,2,1,0," $101,192.08 ",0,0,2,DIAMOND,311
15629323,Kelechi,617,Germany,Female,37,4," $116,471.43 ",2,1,0," $175,324.74 ",1,1,3,SILVER,984
15666823,Nebechi,425,France,Male,39,4, $-   ,2,1,0," $197,226.32 ",0,0,2,SILVER,261
15777553,Hanson,659,France,Female,56,9," $123,785.24 ",1,1,0," $99,504.03 ",1,1,4,GOLD,928
15613097,Kao,605,France,Female,33,4, $-   ,2,0,1," $83,700.66 ",0,0,3,DIAMOND,550
15622217,Tu,538,France,Female,38,8," $88,758.95 ",2,0,0," $28,226.15 ",1,1,1,DIAMOND,911
15703588,Palerma,665,Germany,Male,25,5," $153,611.83 ",2,1,0," $35,321.65 ",0,0,1,SILVER,862
15570835,Fallaci,491,Germany,Female,57,4," $112,044.72 ",1,1,1," $41,229.73 ",1,1,2,DIAMOND,562
15679299,Shen,726,Spain,Female,27,7," $123,826.07 ",1,0,1," $78,970.58 ",0,0,2,GOLD,535
15808044,Ts'ui,580,France,Female,65,9," $106,804.26 ",3,1,0," $107,890.69 ",1,1,3,GOLD,950
15579208,Chikezie,550,France,Female,48,6, $-   ,2,1,1," $191,870.28 ",0,0,2,PLATINUM,730
15684951,He,542,France,Female,59,2," $68,892.77 ",2,1,0," $7,905.06 ",1,1,5,DIAMOND,442
15667620,Dreyer,732,France,Female,43,6, $-   ,2,1,0," $65,731.53 ",0,0,3,PLATINUM,767
15582960,Short,473,France,Female,33,5," $125,827.43 ",1,0,1," $145,698.73 ",0,0,5,PLATINUM,299
15590730,Hunt,745,Spain,Male,34,9, $-   ,2,1,0," $50,046.25 ",0,0,3,SILVER,848
15763747,Ricci,732,France,Male,36,7, $-   ,2,1,1," $60,830.24 ",0,0,1,GOLD,875
15778320,Teng,848,Germany,Female,40,5," $148,495.64 ",1,0,0," $158,853.98 ",0,0,3,SILVER,616
15642787,Ijendu,572,France,Male,37,1," $133,043.66 ",1,0,0," $111,243.09 ",0,0,4,GOLD,444
15624633,Kibby,702,France,Male,45,9," $74,989.58 ",1,1,1," $171,014.69 ",0,0,3,SILVER,811
15766765,Obiuto,664,Germany,Male,39,7," $60,263.23 ",1,1,0," $170,835.32 ",0,0,5,SILVER,466
15783615,Ramos,630,Germany,Male,50,3," $129,370.91 ",4,1,1," $47,775.34 ",1,1,1,GOLD,712
15640161,Calabrese,618,Germany,Male,44,5," $157,955.83 ",2,0,0," $139,297.71 ",0,0,5,GOLD,668
15619889,Vasin,556,France,Male,26,4, $-   ,1,1,0," $195,167.38 ",0,0,4,SILVER,727
15579166,Munro,619,France,Female,30,7," $70,729.17 ",1,1,1," $160,948.87 ",0,0,1,DIAMOND,962
15789097,Keeley,644,France,Male,48,8, $-   ,2,0,1," $44,965.54 ",1,1,4,DIAMOND,930
15674880,Archer,658,Spain,Male,50,2, $-   ,2,1,0," $52,137.73 ",0,0,1,GOLD,893
15778157,Murray,598,Spain,Male,27,8," $90,721.52 ",2,1,0," $109,296.18 ",0,0,1,GOLD,698
15779064,Chidiegwu,677,France,Male,27,2, $-   ,2,1,1," $20,092.89 ",0,0,3,PLATINUM,737
15801265,Tang,689,Spain,Female,45,0," $57,784.22 ",1,1,0," $197,804.00 ",1,1,3,SILVER,709
15589204,Farrar,591,France,Male,33,9," $131,765.72 ",1,1,0," $118,782.06 ",0,0,5,GOLD,597
15664543,Shaw,699,France,Male,40,7, $-   ,1,0,1," $152,876.13 ",1,1,3,DIAMOND,497
15582714,Napolitani,749,Germany,Male,47,9," $110,022.74 ",1,0,1," $135,655.29 ",1,1,3,GOLD,634
15797595,Greenhalgh,709,France,Female,40,9," $131,569.63 ",1,1,1," $103,970.58 ",0,0,1,DIAMOND,295
15614034,Martin,607,Germany,Male,61,2," $164,523.50 ",2,1,1," $35,786.76 ",0,0,1,DIAMOND,702
15763171,Hu,650,Germany,Female,25,2," $114,330.95 ",1,1,1," $25,325.07 ",0,0,1,DIAMOND,876
15647266,Y?an,651,Spain,Female,45,10," $135,923.16 ",1,1,0," $18,732.84 ",0,0,3,GOLD,500
15757577,Odili,676,France,Female,61,8, $-   ,2,1,1," $118,522.73 ",0,0,5,DIAMOND,762
15736656,H?,723,France,Female,49,4, $-   ,2,0,1," $89,972.25 ",0,0,1,PLATINUM,886
15635078,Chiemela,714,Spain,Male,45,0," $124,693.48 ",1,0,1," $187,194.15 ",0,0,2,PLATINUM,952
15680141,Yuan,759,Spain,Female,35,7," $147,936.42 ",1,1,1," $106,785.70 ",0,0,4,SILVER,312
15576945,Clements,582,France,Male,29,0, $-   ,1,1,0," $142,516.35 ",0,0,2,GOLD,352
15602034,Kolesnikov,697,France,Female,34,2," $126,558.92 ",1,1,0," $73,334.43 ",0,0,5,PLATINUM,809
15732020,Rutherford,610,Germany,Male,57,6," $106,938.11 ",2,0,1," $186,612.47 ",0,0,4,DIAMOND,913
15611029,Hsiung,488,Germany,Female,33,4," $140,002.35 ",1,1,0," $123,613.81 ",0,0,1,GOLD,935
15621210,Angelo,599,Germany,Male,46,9," $123,444.72 ",1,1,1," $31,368.08 ",1,1,3,DIAMOND,726
15569222,Mendes,781,France,Male,32,6," $147,107.91 ",1,1,1," $40,066.95 ",0,0,1,PLATINUM,740
15664639,McGregor,645,France,Male,19,9," $128,514.84 ",1,0,0," $175,969.19 ",0,0,5,GOLD,796
15724223,Bronner,545,France,Female,55,5, $-   ,1,0,0," $10,034.77 ",1,1,5,DIAMOND,524
15644621,Mironova,597,Germany,Female,40,9," $106,756.01 ",2,1,0," $151,167.94 ",0,0,3,PLATINUM,701
15756056,Ku,561,Spain,Female,28,3, $-   ,2,1,0," $191,387.76 ",0,0,1,DIAMOND,276
15700353,Evans,662,France,Female,37,6, $-   ,2,1,0," $51,229.17 ",0,0,5,PLATINUM,526
15624388,Henderson,649,Germany,Female,50,5," $155,393.32 ",1,1,1," $87,351.42 ",1,1,5,DIAMOND,312
15627212,Smith,630,France,Female,36,2," $110,414.48 ",1,1,1," $48,984.95 ",0,0,3,SILVER,882
15648005,Russell,672,Spain,Male,33,2, $-   ,2,1,1," $182,738.00 ",0,0,4,SILVER,609
15681446,Sun,636,Germany,Female,37,9," $157,098.52 ",1,1,1," $153,535.27 ",0,0,3,SILVER,638
15775888,McDonald,593,Germany,Female,38,5," $85,626.60 ",1,1,1," $125,079.65 ",0,0,2,GOLD,891
15749019,Wong,545,Germany,Male,45,6," $93,796.42 ",2,1,1," $162,321.26 ",0,0,3,GOLD,577
15709928,Niu,567,Spain,Female,41,1, $-   ,2,1,0," $3,414.72 ",0,0,5,SILVER,684
15784676,Fanucci,583,France,Male,51,6," $125,268.03 ",2,1,0," $165,082.25 ",0,0,4,PLATINUM,837
15748116,Zetticci,681,France,Female,29,2," $148,143.84 ",1,1,1," $52,021.39 ",0,0,5,SILVER,394
15612193,Hsia,762,Spain,Male,29,10," $115,545.33 ",2,1,0," $148,256.43 ",0,0,3,PLATINUM,931
15762984,McIntosh,648,Spain,Male,35,7, $-   ,2,0,0," $122,899.01 ",0,0,2,DIAMOND,878
15613713,Kozlova,644,France,Male,30,5," $44,928.88 ",1,1,1," $10,771.46 ",0,0,4,PLATINUM,528
15664204,Meany,706,Spain,Male,29,2, $-   ,2,1,1," $18,255.51 ",0,0,1,SILVER,868
15639415,Thompson,850,France,Male,35,3," $162,442.35 ",1,1,0," $183,566.78 ",0,0,3,GOLD,801
15806332,Le Gallienne,484,Spain,Female,39,5, $-   ,2,1,1," $175,224.12 ",0,0,2,SILVER,740
15614929,Cheng,508,Germany,Male,28,0," $96,213.82 ",2,1,0," $147,913.56 ",0,0,2,PLATINUM,371
15695492,P'eng,439,France,Female,29,6," $156,569.43 ",1,1,0," $180,598.66 ",0,0,2,GOLD,939
15635972,Lloyd,484,Spain,Male,36,8, $-   ,2,1,0," $186,136.48 ",0,0,1,PLATINUM,512
15616380,Wheeler,803,Spain,Female,37,1, $-   ,2,0,0," $7,455.20 ",0,0,4,SILVER,663
15581440,Christie,724,Germany,Female,48,6," $110,463.25 ",2,1,1," $80,552.11 ",1,1,1,PLATINUM,356
15654390,He,640,France,Male,33,7," $154,575.76 ",1,1,0," $25,722.28 ",1,1,5,GOLD,762
15660688,King,701,Spain,Female,35,9, $-   ,2,0,0," $170,996.86 ",0,0,3,DIAMOND,303
15806307,Favors,537,France,Male,37,3, $-   ,2,1,1," $20,603.32 ",0,0,2,SILVER,847
15647975,Vida,651,Germany,Male,26,5," $147,037.32 ",1,0,0," $141,763.26 ",0,0,5,SILVER,637
15595728,Thomas,523,Germany,Male,41,0," $119,276.31 ",1,0,0," $122,284.38 ",1,1,3,SILVER,844
15735388,Wayn,717,France,Female,25,7," $108,664.85 ",2,1,0," $190,011.85 ",0,0,3,PLATINUM,433
15788535,Tan,593,Spain,Male,44,5, $-   ,1,1,0," $128,046.98 ",0,0,2,SILVER,569
15765902,Gibson,706,Germany,Male,38,5," $163,034.82 ",2,1,1," $135,662.17 ",0,0,3,DIAMOND,826
15642345,Y?,714,Germany,Female,49,4," $93,059.34 ",1,1,0," $7,571.51 ",1,1,4,PLATINUM,381
15641250,Calabresi,794,Spain,Male,38,9," $179,581.31 ",1,1,0," $23,596.24 ",0,0,4,PLATINUM,814
15706163,Enyinnaya,518,Germany,Male,46,4," $113,625.93 ",1,0,0," $92,727.42 ",1,1,2,SILVER,734
15746708,Ritchie,589,Germany,Male,55,7," $119,961.48 ",1,1,0," $65,156.83 ",1,1,5,PLATINUM,248
15775203,Chia,824,France,Male,45,3," $129,209.48 ",1,0,0," $60,151.77 ",0,0,2,DIAMOND,907
15787907,Wang,719,Germany,Female,42,5," $137,227.04 ",3,1,0," $149,097.38 ",1,1,5,PLATINUM,512
15646764,Lorenzo,617,Germany,Female,58,3," $119,024.75 ",2,1,0," $35,199.24 ",1,1,2,PLATINUM,452
15678284,Pai,651,France,Male,35,7," $74,623.50 ",3,1,0," $129,451.29 ",1,1,2,SILVER,515
15726791,Nuttall,637,Spain,Female,45,2," $157,929.45 ",1,1,1," $145,134.49 ",1,1,4,DIAMOND,546
15813144,Osborne,554,France,Female,26,7," $92,606.86 ",2,1,0," $192,709.69 ",0,0,3,SILVER,675
15669342,Ferri,731,Germany,Male,35,2," $127,862.93 ",2,1,0," $139,083.70 ",0,0,1,PLATINUM,561
15710366,Hamilton,569,Spain,Female,42,1, $-   ,1,1,1," $83,629.60 ",1,1,2,PLATINUM,748
15614934,McEwan,625,Germany,Female,37,4," $142,711.81 ",1,1,0," $35,625.41 ",0,0,2,SILVER,251
15588701,Lai,592,France,Female,38,4, $-   ,2,1,0," $35,338.96 ",0,0,4,SILVER,305
15665438,Hs?,669,France,Male,43,1," $163,159.85 ",1,0,1," $15,602.80 ",0,0,5,PLATINUM,952
15644896,Thompson,663,Germany,Male,32,3," $108,586.86 ",1,1,1," $182,355.21 ",0,0,5,PLATINUM,723
15670205,Boyd,518,Germany,Female,41,5," $110,624.99 ",1,1,0," $89,327.67 ",0,0,4,PLATINUM,911
15635776,Trevisani,686,Germany,Female,43,5," $154,846.24 ",2,1,1," $151,903.60 ",0,0,5,DIAMOND,546
15791053,Lucciano,709,Germany,Male,45,4," $122,917.71 ",1,1,1, $11.58 ,1,1,5,GOLD,254
15644005,Holman,571,France,Female,33,9, $-   ,2,0,1," $77,519.62 ",0,0,2,PLATINUM,702
15796343,Bazhenov,707,France,Female,31,2," $82,787.93 ",2,0,0," $91,423.69 ",0,0,5,PLATINUM,585
15751057,Douglas,701,Germany,Male,32,5," $102,500.34 ",1,0,0," $106,287.77 ",0,0,5,PLATINUM,763
15623430,Hill,672,France,Male,34,9, $-   ,2,1,0," $161,800.77 ",0,0,3,GOLD,239
15682600,Lo,620,Germany,Male,39,9," $159,492.79 ",1,1,0," $80,582.34 ",1,1,1,PLATINUM,637
15769312,Forbes,557,Spain,Male,48,10, $-   ,2,1,1," $185,094.48 ",0,0,5,PLATINUM,933
15708212,Lin,648,Spain,Female,54,7," $118,241.02 ",1,1,0," $172,586.89 ",1,1,3,DIAMOND,884
15650258,Sinclair,479,France,Female,35,2," $113,090.40 ",1,1,0," $195,649.79 ",0,0,4,GOLD,889
15604345,Kemp,730,France,Female,22,9," $65,763.57 ",1,1,1," $145,792.01 ",0,0,5,SILVER,447
15578297,Ebelegbulam,737,Germany,Female,43,1," $125,537.38 ",1,1,0," $138,510.01 ",1,1,2,GOLD,316
15671789,Woods,616,France,Male,31,3," $94,263.91 ",2,1,0," $168,895.06 ",0,0,5,SILVER,499
15726186,Genovese,639,Spain,Male,29,4," $133,434.57 ",2,1,0," $97,983.44 ",0,0,3,PLATINUM,293
15764618,Tseng,815,Spain,Female,39,6, $-   ,1,1,1," $85,167.88 ",0,0,4,DIAMOND,818
15730738,Chiang,786,Spain,Male,31,9, $-   ,2,1,1," $18,210.36 ",0,0,1,SILVER,400
15637650,Williams,549,France,Male,50,9," $94,748.76 ",2,0,1," $13,608.18 ",0,0,1,GOLD,291
15606267,Wilson,622,France,Female,38,4," $98,640.74 ",1,1,1," $110,457.99 ",0,0,3,SILVER,304
15625904,Wang,624,France,Male,26,9," $74,681.90 ",2,0,0," $31,231.35 ",0,0,4,PLATINUM,316
15654463,Moore,841,France,Male,34,4, $-   ,2,1,0," $141,582.66 ",0,0,3,DIAMOND,572
15774151,Iadanza,614,Spain,Female,41,7," $179,915.85 ",1,0,0," $14,666.35 ",1,1,3,GOLD,451
15693259,Wallace,676,France,Male,30,1," $128,207.23 ",1,1,1," $55,400.17 ",0,0,2,GOLD,523
15642468,Clark,697,France,Male,42,9," $132,739.26 ",2,0,0," $174,667.65 ",0,0,1,PLATINUM,222
15758531,Y?,732,France,Female,40,10, $-   ,2,1,0," $154,189.08 ",0,0,5,DIAMOND,938
15728352,Yermakov,623,France,Male,27,4," $120,509.81 ",1,0,0," $142,170.44 ",0,0,2,GOLD,408
15637240,Wei,541,France,Male,46,4," $124,547.13 ",2,1,0," $94,499.06 ",0,0,5,GOLD,690
15595588,Chukwunonso,773,Spain,Female,39,4, $-   ,2,0,1," $182,081.45 ",0,0,2,GOLD,545
15778395,McIntyre,762,Germany,Male,34,4," $88,815.56 ",2,1,0," $68,562.26 ",1,1,2,SILVER,448
15711825,Ts'ai,655,Spain,Female,35,1," $82,231.51 ",2,1,0," $88,798.02 ",0,0,1,SILVER,227
